asset_name,asset_type,asset_id,step,threat,tid,stride,description,compromised,precondition,postcondition,protocol,role,propagation_role,origin_type,relation_type
PLC1,HW.PLC,20,1,Firmware Modification,T108,"T,D,E",The malicious modification or replacement of the embedded software within hardware devices.,"self,target(hosts)","[p,p,n]","[p,f,n]",,,,,
PLC1,HW.PLC,20,1,Input Manipulation,T209,T,"Attacker cannot modify the logic directly, but knows/control the runtime environment (sensors, firmware, I/O). ","self, source(connects)","[n,n,n]","[p,p,n]",,,,,
PLC1,HW.PLC,20,1,Loss of device control,T410,"D,R","Attackers may overwrite passwords or clear memory, leaving authorized users unable to manage or recover operational control of the PLC.","self,target(hosts)","[n,n,n]","[p,p,p]",,,,,
PLC1,HW.PLC,20,1,Main Program Block Removal,T408,D,"Replay deletes Main Object Block, blocks operational logic","self,target(hosts)","[n,n,n]","[n,n,p]",,,,,
PLC1,HW.PLC,20,1,Manipulating PLC Logic,T308,"S,T","Upload the modified program back to the PLC, leading to malicious code execution","self,target(hosts)","[n,n,n]","[p,p,n]",,,,,
PLC1,HW.PLC,20,1,Memory Layout Exploitation,T309,"T,E","Attacker probes PLC memory layout via protocols (e.g., OPC), exposing variable names and critical blocks.",self,"[n,n,n]","[p,p,n]",,,,,
PLC1,HW.PLC,20,1,Misconfiguration,T210,"E,T","Attacker exploits endpoint and protocol weaknesses to compromise the static IP, gain access to PLC configuration via web-server, and alter system settings.	","self,target(hosts)","[n,n,n]","[p,p,n]",,,,,
PLC1,HW.PLC,20,1,Mode Disruption,T310,D,Forced changes to PLC operational mode (RUN/STOP/PROGRAM) may disrupt critical process control.	,"self,target(hosts)","[n,n,n]","[n,n,p]",,,,,
PLC1,HW.PLC,20,1,Network Ransomware,T317,"T,D,E",The attacker enrypt the data sende by PLC,"self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
PLC1,HW.PLC,20,1,Process Manipulation,T110,"T,E,D","The integrity, availability, or safety of the managed industrial process (e.g., fluid transfer, pump operation) is put at risk by unauthorized or outdated commands carrying false intentions.	","self, target(hosts), source(connects)","[n,n,n]","[n,f,n]",,,,,
PLC1,HW.PLC,20,1,Suppression/Deactivation of alarms,T109,"D,T","An attacker alters PLC code to prevent alarms from being triggered or sent when anomalies or faults occur. This can hide critical situations, resulting in damage to systems, people, or the environment",self,"[p,p,n]","[p,p,f]",,,,,
PLC1,HW.PLC,20,3,Network Partitioning,T103,D,An adversary can make a certain section of the asset inaccessibile by others,"self , target(connects)","[n,n,n]","[n,p,p]",,,target(connects),Network,connects
PLCWebService,Service.Web,42,1,Broken Access Control,T293,E,"Restrictions on what authenticated users are allowed to do are often not properly enforced. Attackers can exploit these flaws to access unauthorized functionality and/or data, such as access other users' accounts, view sensitive files, modify other users’ data, change access rights, etc",self,"[n,n,n]","[p,p,n]",,,,,
PLCWebService,Service.Web,42,1,Broken Authentication,T292,S,"Application functions related to authentication and session management are often implemented incorrectly, allowing attackers to compromise passwords, keys, or session tokens, or to exploit other implementation flaws to assume other users’ identities temporarily or permanently",self,"[n,n,n]","[p,p,n]",,,,,
PLCWebService,Service.Web,42,1,Functionality Misuse,T295,"S,T,I",An adversary leverages a legitimate capability of an application in such a way as to achieve a negative technical impact.,"self, source(uses), source(hosts)","[n,n,n]","[p,p,p]",,,,,
PLCWebService,Service.Web,42,1,Injection,T290,"S,E","Injection flaws, such as SQL, NoSQL, OS, and LDAP injection, occur when untrusted data is sent to an interpreter as part of a command or query. The attacker’s hostile data can trick the interpreter into executing unintended commands or accessing data without proper authorization.
","self,source(uses)","[n,n,n]","[n,p,n]",,,,,
PLCWebService,Service.Web,42,1,Insecure Deserialization,T294,"S,I,E","Insecure deserialization often leads to remote code execution. Even if deserialization flaws do not result in remote code execution, they can be used to perform attacks, including replay attacks, injection attacks, and privilege escalation attacks. 
",self,"[n,n,n]","[p,p,n]",,,,,
PLCWebService,Service.Web,42,1,Resource Exhaustion,T289,D,Made (authorized) requests in order to exhaust the thread/process pool of the web server,"source(hosts),self","[n,n,n]","[n,n,p]",,,,,
PLCWebService,Service.Web,42,1,Sensitive Data Exposure,T291,I,"Many web applications and APIs do not properly protect sensitive data, such as financial, healthcare, and PII. Attackers may steal or modify such weakly protected data to conduct credit card fraud, identity theft, or other crimes. Sensitive data may be compromised without extra protection, such as encryption at rest or in transit, and requires special precautions when exchanged with the browser.
","source(hosts),self","[n,n,n]","[p,n,n]",,,,,
PLCWebService,Service.Web,42,1,System Manipulation,T297,"S,E",An adversary is able to apply a change in the confoguration of he Web Server,"self,source(hosts)","[n,n,n]","[f,f,f]",,,,,
PLCWebService,Service.Web,42,1,Web Communication Channel Manipualtion,T296,S,The Web (HTTP based) communication channels is under control (and/or modified) ny an adversary,"self, source(uses)","[n,n,n]","[f,f,f]",,,,,
PLCWebService,Service.Web,42,3,Data Breach,T340,I,"A data breach is an incident in which sensitive, protected or confidential data has potentially been viewed, stolen or used by an individual unauthorised to do so. Data breaches may involve personal health information (PHI), personally identifiable information (PII), trade secrets or intellectual property.","self, target(hosts)","[n,n,n]","[p,n,n]",,,target(hosts),SystemLayer.Firmware,hosts
PLCWebService,Service.Web,42,3,Data Deletion,T336,D,"Deleting data or metadata is an extreme DoS attack but also one that is easily detectable and possibly recoverable given versioning or backups in time or space. If the deleted data is unrecoverable, the cost may range from insignificant to incalculable. Deleting system and network logs is commonly used by attackers to cover their attack traces.","self, target(hosts)","[n,n,n]","[n,p,p]",,,target(hosts),SystemLayer.Firmware,hosts
PLCWebService,Service.Web,42,3,Denial of Service,T335,D,Some of thee services and functionalities of the VM are no more available,"self, target(hosts)","[p,p,n] ","[n,n,p]",,,target(hosts),SystemLayer.Firmware,hosts
PLCWebService,Service.Web,42,3,Elevation of privileges,T338,E,An Adversary is able to change its privileges in access to the system services and data,"self, target(hosts)","[n,n,n]","[f,f,n]",,,target(hosts),SystemLayer.Firmware,hosts
PLCWebService,Service.Web,42,3,Scanning,T334,I,An advserary is able to undestand your (mostly public) configuration,"self, target(hosts)","[p,p,n]","[n,n,n]",,,target(hosts),SystemLayer.Firmware,hosts
PLCWebService,Service.Web,42,3,Unauthorized Code Execution,T337,"S,E","An adversary is able to execute codes and/or commands wihtout having an explicit authorization to do this (e.g. code injection, ..)","self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),SystemLayer.Firmware,hosts
PositionSensor,HW.Sensor,26,1,Faulty/Compromised Sensor,T117,"D,T",Abnormal sensor readings/status values (OPC UA status code anomaly) indicate possible risk for process control	,self,"[n,n,n]","[n,p,p]",,,,,
PositionSensor,HW.Sensor,26,1,Physical Damage,T217,"T,D","Sensors may be physically damaged, manipulated, or tampered with.	",self,"[p,n,n]","[f,n,n]",,,,,
PositionSensor,HW.Sensor,26,3,Exploitation of Known Vulnerabilities,T208,"T,E","Exploiting software/hardware bugs (e.g., Buffer Overflow) to gain arbitrary code execution on the controller.","self,target(hosts)","[p,p,p]","[f,f,p]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Firmware Modification,T108,"T,D,E",The malicious modification or replacement of the embedded software within hardware devices.,"self,target(hosts)","[p,p,n]","[p,f,n]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Loss of device control,T410,"D,R","Attackers may overwrite passwords or clear memory, leaving authorized users unable to manage or recover operational control of the PLC.","self,target(hosts)","[n,n,n]","[p,p,p]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Main Program Block Removal,T408,D,"Replay deletes Main Object Block, blocks operational logic","self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Manipulating PLC Logic,T308,"S,T","Upload the modified program back to the PLC, leading to malicious code execution","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Misconfiguration,T210,"E,T","Attacker exploits endpoint and protocol weaknesses to compromise the static IP, gain access to PLC configuration via web-server, and alter system settings.	","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Mode Disruption,T310,D,Forced changes to PLC operational mode (RUN/STOP/PROGRAM) may disrupt critical process control.	,"self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Network Ransomware,T317,"T,D,E",The attacker enrypt the data sende by PLC,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor,HW.Sensor,26,3,Process Manipulation,T110,"T,E,D","The integrity, availability, or safety of the managed industrial process (e.g., fluid transfer, pump operation) is put at risk by unauthorized or outdated commands carrying false intentions.	","self, target(hosts), source(connects)","[n,n,n]","[n,f,n]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,1,Faulty/Compromised Sensor,T117,"D,T",Abnormal sensor readings/status values (OPC UA status code anomaly) indicate possible risk for process control	,self,"[n,n,n]","[n,p,p]",,,,,
PositionSensor2,HW.Sensor,27,1,Physical Damage,T217,"T,D","Sensors may be physically damaged, manipulated, or tampered with.	",self,"[p,n,n]","[f,n,n]",,,,,
PositionSensor2,HW.Sensor,27,3,Exploitation of Known Vulnerabilities,T208,"T,E","Exploiting software/hardware bugs (e.g., Buffer Overflow) to gain arbitrary code execution on the controller.","self,target(hosts)","[p,p,p]","[f,f,p]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Firmware Modification,T108,"T,D,E",The malicious modification or replacement of the embedded software within hardware devices.,"self,target(hosts)","[p,p,n]","[p,f,n]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Loss of device control,T410,"D,R","Attackers may overwrite passwords or clear memory, leaving authorized users unable to manage or recover operational control of the PLC.","self,target(hosts)","[n,n,n]","[p,p,p]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Main Program Block Removal,T408,D,"Replay deletes Main Object Block, blocks operational logic","self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Manipulating PLC Logic,T308,"S,T","Upload the modified program back to the PLC, leading to malicious code execution","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Misconfiguration,T210,"E,T","Attacker exploits endpoint and protocol weaknesses to compromise the static IP, gain access to PLC configuration via web-server, and alter system settings.	","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Mode Disruption,T310,D,Forced changes to PLC operational mode (RUN/STOP/PROGRAM) may disrupt critical process control.	,"self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Network Ransomware,T317,"T,D,E",The attacker enrypt the data sende by PLC,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor2,HW.Sensor,27,3,Process Manipulation,T110,"T,E,D","The integrity, availability, or safety of the managed industrial process (e.g., fluid transfer, pump operation) is put at risk by unauthorized or outdated commands carrying false intentions.	","self, target(hosts), source(connects)","[n,n,n]","[n,f,n]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,1,Faulty/Compromised Sensor,T117,"D,T",Abnormal sensor readings/status values (OPC UA status code anomaly) indicate possible risk for process control	,self,"[n,n,n]","[n,p,p]",,,,,
PositionSensor3,HW.Sensor,28,1,Physical Damage,T217,"T,D","Sensors may be physically damaged, manipulated, or tampered with.	",self,"[p,n,n]","[f,n,n]",,,,,
PositionSensor3,HW.Sensor,28,3,Exploitation of Known Vulnerabilities,T208,"T,E","Exploiting software/hardware bugs (e.g., Buffer Overflow) to gain arbitrary code execution on the controller.","self,target(hosts)","[p,p,p]","[f,f,p]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Firmware Modification,T108,"T,D,E",The malicious modification or replacement of the embedded software within hardware devices.,"self,target(hosts)","[p,p,n]","[p,f,n]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Loss of device control,T410,"D,R","Attackers may overwrite passwords or clear memory, leaving authorized users unable to manage or recover operational control of the PLC.","self,target(hosts)","[n,n,n]","[p,p,p]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Main Program Block Removal,T408,D,"Replay deletes Main Object Block, blocks operational logic","self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Manipulating PLC Logic,T308,"S,T","Upload the modified program back to the PLC, leading to malicious code execution","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Misconfiguration,T210,"E,T","Attacker exploits endpoint and protocol weaknesses to compromise the static IP, gain access to PLC configuration via web-server, and alter system settings.	","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Mode Disruption,T310,D,Forced changes to PLC operational mode (RUN/STOP/PROGRAM) may disrupt critical process control.	,"self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Network Ransomware,T317,"T,D,E",The attacker enrypt the data sende by PLC,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor3,HW.Sensor,28,3,Process Manipulation,T110,"T,E,D","The integrity, availability, or safety of the managed industrial process (e.g., fluid transfer, pump operation) is put at risk by unauthorized or outdated commands carrying false intentions.	","self, target(hosts), source(connects)","[n,n,n]","[n,f,n]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,1,Faulty/Compromised Sensor,T117,"D,T",Abnormal sensor readings/status values (OPC UA status code anomaly) indicate possible risk for process control	,self,"[n,n,n]","[n,p,p]",,,,,
PositionSensor4,HW.Sensor,29,1,Physical Damage,T217,"T,D","Sensors may be physically damaged, manipulated, or tampered with.	",self,"[p,n,n]","[f,n,n]",,,,,
PositionSensor4,HW.Sensor,29,3,Exploitation of Known Vulnerabilities,T208,"T,E","Exploiting software/hardware bugs (e.g., Buffer Overflow) to gain arbitrary code execution on the controller.","self,target(hosts)","[p,p,p]","[f,f,p]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Firmware Modification,T108,"T,D,E",The malicious modification or replacement of the embedded software within hardware devices.,"self,target(hosts)","[p,p,n]","[p,f,n]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Loss of device control,T410,"D,R","Attackers may overwrite passwords or clear memory, leaving authorized users unable to manage or recover operational control of the PLC.","self,target(hosts)","[n,n,n]","[p,p,p]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Main Program Block Removal,T408,D,"Replay deletes Main Object Block, blocks operational logic","self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Manipulating PLC Logic,T308,"S,T","Upload the modified program back to the PLC, leading to malicious code execution","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Misconfiguration,T210,"E,T","Attacker exploits endpoint and protocol weaknesses to compromise the static IP, gain access to PLC configuration via web-server, and alter system settings.	","self,target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Mode Disruption,T310,D,Forced changes to PLC operational mode (RUN/STOP/PROGRAM) may disrupt critical process control.	,"self,target(hosts)","[n,n,n]","[n,n,p]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Network Ransomware,T317,"T,D,E",The attacker enrypt the data sende by PLC,"self, target(hosts)","[n,n,n]","[p,p,n]",,,target(hosts),HW.PLC,hosts
PositionSensor4,HW.Sensor,29,3,Process Manipulation,T110,"T,E,D","The integrity, availability, or safety of the managed industrial process (e.g., fluid transfer, pump operation) is put at risk by unauthorized or outdated commands carrying false intentions.	","self, target(hosts), source(connects)","[n,n,n]","[n,f,n]",,,target(hosts),HW.PLC,hosts
PumpFan,HW.Actuator,35,1,Controller Packet Tampering,T314,"T,E,D","an attacker intercepts, alters, or injects malicious packets sent from the industrial controller (e.g., PLC) to field actuators (such as valves, motors, pumps) within a control network.",self,"[n,n,n]","[n,p,n]",,,,,
PumpFan,HW.Actuator,35,1,Device Restart,T414,"D,T","PLC devices forcibly restarted/shutdown, interrupting water station operation.",self,"[n,n,p]","[n,n,f]",,,,,
PumpFan,HW.Actuator,35,1,Physical Damage,T215,"T,D",Actuators may be physically accessed and forced to operate outside normal parameters.	,self,"[n,n,n]","[n,n,p]",,,,,
PumpFan,HW.Actuator,35,1,Unauthorized Actuation,T115,"T,E","Attacker modifies actuator command signals sent to field devices, enabling unsafe/unintended physical action (e.g. valve flow, pump control).	",self,"[n,n,n]","[p,p,n]",,,,,
PumpFan,HW.Actuator,35,3,Excessive Resource Consuption,T374,D,An Adversary is able to enahnce the amount of resources consumed by the SOC.,"self, target(hosts)","[p,p,n]","n,n,p]",,,target(hosts),HW.SOC,hosts
Rasp1,HW.SOC,3,1,Cache Attacks,T361,I,An attacker can exploit vulnerabilities in the cache memory of the SOC to extract sensitive information.	,self,,,,,,,
Rasp1,HW.SOC,3,1,Excessive Resource Consuption,T374,D,An Adversary is able to enahnce the amount of resources consumed by the SOC.,"self, target(hosts)","[p,p,n]","n,n,p]",,,,,
Rasp1,HW.SOC,3,1,Fault Injection Attacks,T357,"T, D",An attacker can induce faults in the SOC to disrupt its normal operation and extract sensitive information.	,self,,,,,,,
Rasp1,HW.SOC,3,1,Firmware Bricking,T370,"T, D","Malicious actions or firmware flaws can render the device inoperable, a condition known as 'bricking,' which can be very difficult to recover from.",self,,,,,,,
Rasp1,HW.SOC,3,1,Firmware Exfiltration,T369,I,"An attacker can extract firmware from the SOC, gaining access to sensitive code and data which can be used for further attacks or reverse engineering.	",self,,,,,,,
Rasp1,HW.SOC,3,1,Hardware Based Malware,T367,"T, I",Malicious code embedded in the hardware components of the SOC can be activated to perform unauthorized actions.	,self,,,,,,,
Rasp1,HW.SOC,3,1,Hardware Trojan,T355,T,An attacker can introduce malicious modifications to the hardware components of the SOC during manufacturing or supply chain processes.	,self,,,,,,,
Rasp1,HW.SOC,3,1,Malformed firmware Injection,T368,"T, I","An attacker can inject malicous code into a modified firmware and insert it into the SOC, in order to compromise its security and functionality",self,,,,,,,
Rasp1,HW.SOC,3,1,Microarchitectural Attacks,T364,I,Weaknesses in the microarchitecture can be targeted to gain unauthorized access or extract confidential information.	,self,,,,,,,
Rasp1,HW.SOC,3,1,Network-on-Chip Attacks,T365,I,Exploiting vulnerabilities in the on-chip communication network to intercept or alter data.	,self,,,,,,,
Rasp1,HW.SOC,3,1,Non-Volatile Memory Attacks,T366,I,Vulnerabilities in the non-volatile memory components of the SOC can be used to extract or modify data.	,self,,,,,,,
Rasp1,HW.SOC,3,1,Physical Access Attacks,T373,"T, E","Attackers with physical access to the device can directly manipulate or replace the firmware, leading to severe security breaches.",self,,,,,,,
Rasp1,HW.SOC,3,1,Physical Tampering,T358,"T, E","Attackers with physical access can directly manipulate or replace the SOC's hardware components, leading to severe security breaches.	",self,,,,,,,
Rasp1,HW.SOC,3,1,Privilege Escalation,T360,E,"Attackers exploit vulnerabilities to gain higher-level permissions on the SOC, bypassing security controls.	",self,,,,,,,
Rasp1,HW.SOC,3,1,Reverse Engineering,T363,I,"Examining the SOC to understand its design and functionality, which may lead to the discovery of exploitable vulnerabilities.	",self,,,,,,,
Rasp1,HW.SOC,3,1,Side-Channel Attacks,T356,I,"These attacks exploit physical leakages, such as power consumption or electromagnetic emissions, to extract sensitive information from the SOC.	",self,,,,,,,
Rasp1,HW.SOC,3,1,Supply Chain Attacks,T359,"T, I","An attacker can compromise the SOC during the manufacturing or distribution process, leading to widespread vulnerabilities.	",self,,,,,,,
Rasp1,HW.SOC,3,1,Timing Attacks,T362,I,"By analyzing the time taken by the SOC to perform certain operations, sensitive information can be inferred.	",self,,,,,,,
Rasp1,HW.SOC,3,1,Unauthorized Firmware Updates,T371,"T, I","An attacker can perform unauthorized firmware updates, potentially introducing malicious code or backdoors into the system.",self,,,,,,,
Rasp1,HW.SOC,3,3,Network Partitioning,T103,D,An adversary can make a certain section of the asset inaccessibile by others,"self , target(connects)","[n,n,n]","[n,p,p]",,,target(connects),Network,connects
Rasp2,HW.SOC,4,1,Cache Attacks,T361,I,An attacker can exploit vulnerabilities in the cache memory of the SOC to extract sensitive information.	,self,,,,,,,
Rasp2,HW.SOC,4,1,Excessive Resource Consuption,T374,D,An Adversary is able to enahnce the amount of resources consumed by the SOC.,"self, target(hosts)","[p,p,n]","n,n,p]",,,,,
Rasp2,HW.SOC,4,1,Fault Injection Attacks,T357,"T, D",An attacker can induce faults in the SOC to disrupt its normal operation and extract sensitive information.	,self,,,,,,,
Rasp2,HW.SOC,4,1,Firmware Bricking,T370,"T, D","Malicious actions or firmware flaws can render the device inoperable, a condition known as 'bricking,' which can be very difficult to recover from.",self,,,,,,,
Rasp2,HW.SOC,4,1,Firmware Exfiltration,T369,I,"An attacker can extract firmware from the SOC, gaining access to sensitive code and data which can be used for further attacks or reverse engineering.	",self,,,,,,,
Rasp2,HW.SOC,4,1,Hardware Based Malware,T367,"T, I",Malicious code embedded in the hardware components of the SOC can be activated to perform unauthorized actions.	,self,,,,,,,
Rasp2,HW.SOC,4,1,Hardware Trojan,T355,T,An attacker can introduce malicious modifications to the hardware components of the SOC during manufacturing or supply chain processes.	,self,,,,,,,
Rasp2,HW.SOC,4,1,Malformed firmware Injection,T368,"T, I","An attacker can inject malicous code into a modified firmware and insert it into the SOC, in order to compromise its security and functionality",self,,,,,,,
Rasp2,HW.SOC,4,1,Microarchitectural Attacks,T364,I,Weaknesses in the microarchitecture can be targeted to gain unauthorized access or extract confidential information.	,self,,,,,,,
Rasp2,HW.SOC,4,1,Network-on-Chip Attacks,T365,I,Exploiting vulnerabilities in the on-chip communication network to intercept or alter data.	,self,,,,,,,
Rasp2,HW.SOC,4,1,Non-Volatile Memory Attacks,T366,I,Vulnerabilities in the non-volatile memory components of the SOC can be used to extract or modify data.	,self,,,,,,,
Rasp2,HW.SOC,4,1,Physical Access Attacks,T373,"T, E","Attackers with physical access to the device can directly manipulate or replace the firmware, leading to severe security breaches.",self,,,,,,,
Rasp2,HW.SOC,4,1,Physical Tampering,T358,"T, E","Attackers with physical access can directly manipulate or replace the SOC's hardware components, leading to severe security breaches.	",self,,,,,,,
Rasp2,HW.SOC,4,1,Privilege Escalation,T360,E,"Attackers exploit vulnerabilities to gain higher-level permissions on the SOC, bypassing security controls.	",self,,,,,,,
Rasp2,HW.SOC,4,1,Reverse Engineering,T363,I,"Examining the SOC to understand its design and functionality, which may lead to the discovery of exploitable vulnerabilities.	",self,,,,,,,
Rasp2,HW.SOC,4,1,Side-Channel Attacks,T356,I,"These attacks exploit physical leakages, such as power consumption or electromagnetic emissions, to extract sensitive information from the SOC.	",self,,,,,,,
Rasp2,HW.SOC,4,1,Supply Chain Attacks,T359,"T, I","An attacker can compromise the SOC during the manufacturing or distribution process, leading to widespread vulnerabilities.	",self,,,,,,,
Rasp2,HW.SOC,4,1,Timing Attacks,T362,I,"By analyzing the time taken by the SOC to perform certain operations, sensitive information can be inferred.	",self,,,,,,,
Rasp2,HW.SOC,4,1,Unauthorized Firmware Updates,T371,"T, I","An attacker can perform unauthorized firmware updates, potentially introducing malicious code or backdoors into the system.",self,,,,,,,
Rasp2,HW.SOC,4,3,Network Partitioning,T103,D,An adversary can make a certain section of the asset inaccessibile by others,"self , target(connects)","[n,n,n]","[n,p,p]",,,target(connects),Network,connects
RaspSCADA,HW.HMI,39,1,Configuration Access,T214,"E,T","Attacker exploits endpoint and protocol weaknesses to compromise the static IP, gain access to PLC configuration via web-server, and alter system settings.	","self, target(hosts)","[n,n,n]","[p,p,n]",,,,,
RaspSCADA,HW.HMI,39,1,Controller Packet Tampering,T213,T,"Attacker modifies control packets sent to actuators (e.g., conveyor pusher), blocking movement or misdirecting actions, with consequences for safety or production.",self,"[n,n,n]","[n,p,n]",,,,,
RaspSCADA,HW.HMI,39,1,Credential Cache Extraction,T313,I,"HMI terminal exposes stored credentials, giving unauthorized access.",self,"[n,n,n]","[p,n,n]",,,,,
RaspSCADA,HW.HMI,39,1,Fingerprinting,T413,I,"Reading state/memory to inventory system for later strategy (information leakage, enumeration).","self, target(hosts)","[n,n,n]","[p,n,n]",,,,,
RaspSCADA,HW.HMI,39,1,Operator Deception,T114,"S,I,T","The visibility and control of the operator is subverted, leading to monitoring incorrect system status or issuing hazardous commands unnoticed.	",self,"[n,n,n]","[p,p,n]",,,,,
RaspSCADA,HW.HMI,39,1,Unauthorized Access,T113,"S,I","Exploiting weak protocol security, the attacker compromises the Engineering Station or HMI to gain unauthorized access, enabling them to push malicious control logic to the PLC.","self, target(hosts)","[n,n,n]","[p,n,n]",,,,,
RaspSCADA,HW.HMI,39,3,Network Partitioning,T103,D,An adversary can make a certain section of the asset inaccessibile by others,"self , target(connects)","[n,n,n]","[n,p,p]",,,target(connects),Network,connects
RaspVirtualPLC,HW.SOC,40,1,Cache Attacks,T361,I,An attacker can exploit vulnerabilities in the cache memory of the SOC to extract sensitive information.	,self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Excessive Resource Consuption,T374,D,An Adversary is able to enahnce the amount of resources consumed by the SOC.,"self, target(hosts)","[p,p,n]","n,n,p]",,,,,
RaspVirtualPLC,HW.SOC,40,1,Fault Injection Attacks,T357,"T, D",An attacker can induce faults in the SOC to disrupt its normal operation and extract sensitive information.	,self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Firmware Bricking,T370,"T, D","Malicious actions or firmware flaws can render the device inoperable, a condition known as 'bricking,' which can be very difficult to recover from.",self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Firmware Exfiltration,T369,I,"An attacker can extract firmware from the SOC, gaining access to sensitive code and data which can be used for further attacks or reverse engineering.	",self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Hardware Based Malware,T367,"T, I",Malicious code embedded in the hardware components of the SOC can be activated to perform unauthorized actions.	,self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Hardware Trojan,T355,T,An attacker can introduce malicious modifications to the hardware components of the SOC during manufacturing or supply chain processes.	,self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Malformed firmware Injection,T368,"T, I","An attacker can inject malicous code into a modified firmware and insert it into the SOC, in order to compromise its security and functionality",self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Microarchitectural Attacks,T364,I,Weaknesses in the microarchitecture can be targeted to gain unauthorized access or extract confidential information.	,self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Network-on-Chip Attacks,T365,I,Exploiting vulnerabilities in the on-chip communication network to intercept or alter data.	,self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Non-Volatile Memory Attacks,T366,I,Vulnerabilities in the non-volatile memory components of the SOC can be used to extract or modify data.	,self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Physical Access Attacks,T373,"T, E","Attackers with physical access to the device can directly manipulate or replace the firmware, leading to severe security breaches.",self,,,,,,,
RaspVirtualPLC,HW.SOC,40,1,Physical Tampering,T358,"T, E","Attackers with physical access can directly manipulate or replace the SOC's hardware components, leading to severe security breaches.	",self,,,,,,,
